1|KS A 0001|표준서의 서식 및 작성방법|2021-01-11|2021-0002|산업표준혁신과|고정하|
826|KS A ISO3042|영화 기술 — 영화용 생필름과 자기 필름 보관 용기의 표식 — 최소 정보 시방 제원|2018-03-14|2018-0057|바이오화학서비스표준과|박정은|
827|KS A ISO3047|영화 기술－35 mm 영화 카메라용 주광 장전식 스풀(범위 30 m－100 ft)－치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
828|KS A ISO3098-3|제품의 기술 문서(TPD) — 문자 표기 — 제3부: 그리스 문자|2019-12-31|2019-0595|기계융합산업표준과|김민우|
829|KS A ISO3098-4|제품의 기술 문서(TPD) — 문자 표기 — 제4부: 로마자의 구별 및 특별 부호|2019-12-31|2019-0595|기계융합산업표준과|김민우|
830|KS A ISO3098-5|제품의 기술 문서(TPD) ― 문자 표기 ― 제5부: CAD용 로마자, 숫자 및 기호|2019-12-31|2019-0595|기계융합산업표준과|김민우|
831|KS A ISO3098-6|제품의 기술 문서(TPD) — 문자 표기 — 제6부: 키릴 알파벳|2019-12-31|2019-0595|기계융합산업표준과|김민우|
832|KS A ISO31-0|양 및 단위－ 제0부：일반 원칙 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
833|KS A ISO31-10|양 및 단위－제10부：핵 반응 및 전리성 방사선 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
834|KS A ISO31-11|양 및 단위－제11부：물리 과학 및 기술 분야에서 사용하기 위한 수학적 부호 및 기호 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
835|KS A ISO31-12|양 및 단위－제12부：물성 수 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
836|KS A ISO31-13|양 및 단위－제13부：고체 물리학 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
837|KS A ISO31-4|양 및 단위 - 제4부: 열 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
838|KS A ISO31-5|양 및 단위 - 제5부: 전기 및 자기 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
839|KS A ISO31-6|양 및 단위 - 제6부: 빛 및 관련되는 전자방사 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
840|KS A ISO31-7|양 및 단위 - 제7부: 음향 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
841|KS A ISO31-8|양 및 단위－제8부：물리 화학 및 분자 물리학 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
842|KS A ISO31-9|양 및 단위－제9부：원자 물리학 및 핵 물리학 (폐지)|2012-08-29|2012-0395|기계융합산업표준과|양승배|
843|KS A ISO3274|제품의 형상 명세(GPS) — 표면 텍스처: 프로파일법 — 접촉(촉침식) 기기의 공칭 특성|2019-12-31|2019-0595|기계융합산업표준과|김민우|
844|KS A ISO359|영화 기술－16 mm 영화 프린트의 영사 가능한 이미지 영역－치수와 위치|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
845|KS A ISO361|전리방사선 기본 표지|2019-11-27|2019-0414|바이오화학서비스표준과|채송화|
846|KS A ISO3640|영화 기술－텔레비전 프로그램의 국제 유통에 관한 영화 프린트와 사운드 녹음－규격 (폐지)|2013-12-30|2013-0109|바이오화학서비스표준과|박정은|
847|KS A ISO3647|영화 기술－16 mm 영화용 카메라스풀과 영사 릴의 스핀들－치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
848|KS A ISO3653|영화 기술－8 mm S타입 영사기의 릴과 스풀용 스핀들－치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
849|KS A ISO3665|치과 구강용 전자 필름 (폐지)|2013-12-30|2013-0109|바이오화학서비스표준과|박정은|
850|KS A ISO3774|영화 기술－8 mm S타입으로 퍼포레이트된 35 mm 영화용 필름－커팅과 퍼포레이팅 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
851|KS A ISO3925|개봉선원 방사성 물질 — 판별 및 인증|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
852|KS A ISO3951|백분율 부적합을 위한 계량치 검사에 대한 샘플링 절차 및 차트 (폐지)|2009-01-02|2008-0851|기계융합산업표준과|김민우|
853|KS A ISO3952-1|기계 운동학적 선도 ― 그림 기호 ― 제1부|2017-05-15|2017-0121|기계융합산업표준과|김민우|
854|KS A ISO3952-2|기계 운동학적 선도 ― 그림 기호 ― 제2부|2017-05-15|2017-0121|기계융합산업표준과|김민우|
855|KS A ISO3952-3|기계 운동학적 선도 ― 그림 기호 ― 제3부|2017-05-15|2017-0121|기계융합산업표준과|김민우|
856|KS A ISO3952-4|기계 운동학적 선도 ― 그림 기호 ― 제4부|2017-05-15|2017-0121|기계융합산업표준과|김민우|
857|KS A ISO3999|방사선 방호 - 산업용 감마선 촬영 장비 - 성능, 설계 및 시험 사양서|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
858|KS A ISO3999-1|방사선 방호－산업용 감마 방사선 투과 검사 장치－제1부：성능, 설계와 시험에 대한 규정|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
859|KS A ISO4037-1|광자 에너지에 따른 응답 결정과 선량계 및 선량률계 교정용 엑스, 감마 기준 방사선－제1부：방사선 특성과 발생 방법|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
860|KS A ISO4037-2|광자 에너지에 따른 응답 결정과 선량계 및 선량률계 교정용 엑스, 감마 기준 방사선－제2부：8 keV∼1.3 MeV 및 4∼9 MeV `에너지 범위의 방사선 방호를 위한 선량 계측|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
861|KS A ISO4037-3|광자 에너지에 따른 응답 결정과 선량계 및 선량률계 교정용 엑스, 감마 기준 방사선－제3부：에너지 및 입사각에 따른 응답 측정과 공간 및 개인 선량계의 교정|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
862|KS A ISO4037-4|광자에너지에 따른 응답결정과 선량 및 선량률계 교정용 엑스 및 감마 기준 방사선 - 제4부:저에너지 엑스선 기준 방사선장에서 공간 및 개인 선량계 교정|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
863|KS A ISO4067-1|제도 ― 설비 ― 제1부：납관,난방관, 환기구, 송수관의 그림 기호 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
864|KS A ISO4067-6|제도 ― 설비 ― 제6부：지면의 공급수와 배수 시스템의 그림 기호 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
865|KS A ISO4090|사진 — 의료용 방사선 카세트/스크린/필름/모사 영사 필름 — 치수 및 시방|2018-11-20|2018-0435|바이오화학서비스표준과|박정은|
866|KS A ISO4238|영화 기술－영화용 필름 이미지의 확대와 축소에 관한 광학 인화 비율－규격|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
867|KS A ISO4241|영화 기술 — 영화관 영사 리더(시간 기반), 트레일러, 큐 신호 — 규격|2018-03-14|2018-0057|바이오화학서비스표준과|박정은|
868|KS A ISO4242|영화 기술－16 mm 자기 필름에의 2트랙 녹음용 헤드 간극－위치와 폭의 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
869|KS A ISO4243|영화 기술－16 mm 영화 필름의 영상 이미지 영역과 동시 녹음－위치 및 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
870|KS A ISO4244|영화기술 - 슈퍼 8 mm 영화 프린트의 광학 녹음 - 위치와 폭 (폐지)|2009-10-23|2009-0648|바이오화학서비스표준과|박정은|
871|KS A ISO4246|영화 기술－용어|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
872|KS A ISO4651|발포 고무와 플라스틱의 동적 완충 성능시험방법 (폐지)|2006-07-28|2006-0312|바이오화학서비스표준과|박현영|
873|KS A ISO466|영화 기술－카메라 애퍼처에 의해 16 mm 영화 필름에 만들어지는 이미지－위치와 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
874|KS A ISO4834|영화 기술－상영용 필름 이외의 자기 사운드 테스트 필름－기본적 기술 특성|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
875|KS A ISO486|영화 기술－8 mm R타입으로 퍼포레이트된 16 mm 영화 필름－커팅과 퍼포레이팅 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
876|KS A ISO490|영화 기술－단열 퍼포레이션 영화용 16 mm 필름(타입 1)의 자기 스트라이프와 자기 녹음 헤드 간극－위치와 폭|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
877|KS A ISO491|영화 기술－35 mm 영화 필름과 자기 필름－커팅과 퍼포레이팅 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
878|KS A ISO5-2|사진 ㅡ 농도 측정 ㅡ 제2부： 투과 농도를 위한 기하학적 조건|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
879|KS A ISO5-3|사진 ㅡ 농도 측정 ㅡ 제3부：분광 조건|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
880|KS A ISO5-4|사진 ㅡ 농도 측정 ㅡ 제4부：반사 농도를 위한 기하학적 조건|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
881|KS A ISO50001|에너지경영시스템 ― 사용지침을 포함한 요구사항|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
882|KS A ISO516|사진－카메라 셔터 — 타이밍 — 일반적 정의와 기계식 셔터 측정|2020-12-28|2020-0540|바이오화학서비스표준과|박정은|
883|KS B ISO517|사진 — 사진용 렌즈의 개구 및 관련 특성 — 호칭법 및 측정|2017-11-27|2017-0536|기계융합산업표준과|고설근|
884|KS A ISO519|사진 — 소형 카메라 — 플래시 연결기 치수|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
885|KS A ISO5261|제도 ― 봉과 프로파일 단면의 간략 표시|2019-12-31|2019-0595|기계융합산업표준과|김민우|
886|KS A ISO5456-1|제도 ― 투상법 ― 제1부: 개요|2019-12-31|2019-0595|기계융합산업표준과|김민우|
887|KS A ISO5456-2|제도 ― 투상법 ― 제2부: 직각 투상 표시|2019-12-31|2019-0595|기계융합산업표준과|김민우|
888|KS A ISO5456-3|제도 ― 투상법 ― 제3부: 평행 투상에 의한 3차원상 표시(액소노메트리)|2019-12-31|2019-0595|기계융합산업표준과|김민우|
889|KS A ISO5456-4|제도 ― 투상법 ― 제4부: 중심 투상|2019-12-31|2019-0595|기계융합산업표준과|김민우|
890|KS A ISO5725-1|측정 방법 및 측정 결과의 정확도(진도 및 정밀도)－제1부：일반적인 원리 및 정의|2017-05-15|2017-0121|기계융합산업표준과|김낙현|
891|KS A ISO5725-2|측정방법 및 측정결과의 정확도(진도 및 정밀도)－제2부：표준 측정방법의 반복성 및 재현성 결정을 위한 기본 방법|2021-12-24|2021-0631|기계융합산업표준과|김낙현|
892|KS A ISO5725-3|측정 방법 및 측정 결과의 정확도(진도 및 정밀도) - 제3부 : 표준 측정 방법의 중간 정밀도|2017-05-15|2017-0121|기계융합산업표준과|김낙현|
893|KS A ISO5725-4|측정방법 및 측정결과의 정확도(진도 및 정밀도)－제4부：표준측정방법의 진도 결정을 위한 기본 방법|2021-12-24|2021-0631|기계융합산업표준과|김낙현|
894|KS A ISO5725-5|측정 방법 및 측정 결과의 정확도 (진도 및 정밀도)－제5부：표준 측정 방법의 정밀도를 구하기 위한 대체법|2017-05-15|2017-0121|기계융합산업표준과|김낙현|
895|KS A ISO5725-6|측정 방법 및 측정 결과이 정확도(진도 및 정밀도) - 제6부 : 정확도에 관한 값의 실용적 사용 방법|2017-05-15|2017-0121|기계융합산업표준과|김낙현|
896|KS A ISO5758|영화 기술 ─ 영화용 필름과 자기 필름 보관함의 라벨 표시 ─ 자료 유통을 위한 최소 정보|2020-12-22|2020-0492|바이오화학서비스표준과|박정은|
897|KS A ISO5763|사진 — 전자 플래시 — 자동 노출 조절|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
898|KS A ISO5768|영화 기술－16 mm W타입 영화용 카메라 애퍼처에서의 이미지 영역－위치와 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
899|KS A ISO5799|사진 — 직접 노출 의료용 및 치과용 방사선 필름 현상 체계 — ISO 속도와 평균 경사도 측정 방법|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
900|KS A ISO5800|사진 — 사진용 컬러 네거티브 필름 — ISO 감광도 결정|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
901|KS A ISO5845-1|제도 ― 체결품(파스너)의 부품 조립 간략 표시 ― 제1부：일반 원칙|2019-12-31|2019-0595|기계융합산업표준과|김민우|
902|KS A ISO5845-2|제도 ― 체결품(파스너)의 부품 조립 간략 표시 ― 제2부: 항공 장비용 리벳|2019-12-31|2019-0595|기계융합산업표준과|김민우|
903|KS A ISO6|사진 — 정지 영상 카메라용 흑백 네거티브 필름/현상 시스템 — ISO 감광도 결정|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
904|KS A ISO6025|영화 기술－35 mm, 16 mm 아날로그 광학 사운드 테스트 필름－규격|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
905|KS A ISO6035|영화 기술 ㅡ 텔레비전용 슬라이드와 필름 평가를 위한 시사 조건 ㅡ 컬러, 휘도 및 치수|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
906|KS A ISO6036|영화 기술－텔레비전용 컬러 영화 프린트 및 슬라이드－농도 규정|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
907|KS A ISO6038|영화 기술－70 mm, 65 mm, 35 mm 그리고 16 mm의 영화 필름의 스플라이싱－치수와 위치|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
908|KS A ISO6258|원자력발전소 ― 내진설계|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
909|KS A ISO6328|사진 ㅡ 사진 재료 ㅡ ISO 해상력 결정|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
910|KS A ISO6385|작업 시스템 설계를 위한 인간 공학적 원칙|2022-08-25|2022-0257|바이오화학서비스표준과|지민호|
911|KS A ISO6411|제도 ― 센터 구멍의 간략 표시|2019-12-24|2019-0519|기계융합산업표준과|김민우|
912|KS A ISO6414|유리 제품에 대한 제도|2019-12-24|2019-0519|기계융합산업표준과|김민우|
913|KS A ISO6428|제도 — 마이크로카피 요구사항|2021-08-31|2021-0299|기계융합산업표준과|김민우|
914|KS A ISO6433|제품의 기술 문서(TPD) ― 부품 번호|2019-12-31|2019-0595|기계융합산업표준과|김민우|
915|KS A ISO6527|원자력 발전소 - 신뢰성 데이터 공유 - 일반지침|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
916|KS A ISO6846|사진용 흑백 인화지－ISO 인화 속도 및 범위의 결정|2019-12-30|2019-0559|바이오화학서비스표준과|박정은|
917|KS A ISO6896|영화 기술－35 mm 영화 영사기용 간헐 스프로킷－치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
918|KS A ISO69|영화 기술 16 mm－영화 필름과 자기 필름의 퍼포레이션 및 커팅 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
919|KS A ISO6962|원자력에너지 - 고준위 방사성 폐기물의 고형화를 위한 매트릭스의 장기간 알파 조사 안정성 시험 표준방법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
920|KS A ISO6980|베타 에너지에 따른 응답 결정과 선량계 및 선량률계 교정용 베타 기준 방사선|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
921|KS A ISO6980-1|원자력 에너지 ― 기준 베타 입자 방사선 ― 제1부: 생성 방법|2019-11-27|2019-0414|바이오화학서비스표준과|채송화|
922|KS A ISO70|영화 기술 — 35 mm 영화용 필름에의 모노포닉 35 mm 네가 광학 사운드 녹음 — 위치와 최대 폭의 치수|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
923|KS A ISO7083|제도 ― 기하 공차 기호 ― 비율과 크기 치수|2019-12-31|2019-0595|기계융합산업표준과|김민우|
924|KS A ISO7097-1|핵연료기술 - 용액, 육불화우라늄 및 고체내의 우라늄 함량 결정 - 제 1부: 2가 철 환원 / 중크롬산칼륨 산화 적정 방법|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
925|KS A ISO7097-2|핵연료기술 - 용액, 육불화우라늄 및 고체내의 우라늄 함량 결정 - 제 2부 : 2가 철 환원/4가 세륨 산화 적정 방법|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
926|KS A ISO71|영화 기술 — 16 mm, 35/16 mm와 35/32 mm 영화용 필름의 16 mm 네거티브 광학 녹음 — 위치와 치수|2018-03-14|2018-0057|바이오화학서비스표준과|박정은|
927|KS A ISO7187|사진 — 직접 양화방식 컬러 인화 카메라의 재료 — ISO 감광도 결정|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
928|KS A ISO7195|원자력에너지 - 육불화우라늄 운반용기(UF6 운반용기)|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
929|KS A ISO7200|제품의 기술적 문서(TPD) ― 표제란의 정보 구역과 표제|2019-12-24|2019-0519|기계융합산업표준과|김민우|
930|KS A ISO7205|방사선 핵종 게이지－고정용 게이지|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
931|KS A ISO7243|고온 환경 - 습구 흑구 온도(WBGT) 지수에 의한 작업자의 열 스트레스 추정|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
932|KS A ISO7250|인간공학적 설계를 위한 인체측정 (폐지)|2014-11-11|2014-0732|바이오화학서비스표준과|지민호|
933|KS A ISO7250-1|인간공학적 설계를 위한 인체측정－제1부：인체측정 정의와 기준점|2021-09-30|2021-0422|바이오화학서비스표준과|지민호|
934|KS A ISO7343|영화 기술－35 mm 영화 프린트상의 2트랙 광학 사운드 녹음－위치와 폭|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
935|KS A ISO7385|원자력발전소 - 신뢰성 데이터의 품질보증 지침|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
936|KS A ISO74|영화기술 ㅡ 8 mm R 타입 영화의 카메라 애퍼처 이미지 영역과 최대 영사가능 이미지 영역 ㅡ 위치 및 치수|2021-10-25|2021-0486|바이오화학서비스표준과|박정은|
937|KS A ISO7476|핵연료기술 - 핵등급 질산우라닐용액 내 우라늄 양 결정 - 중량측정법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
938|KS A ISO7503-1|방사능 측정 — 표면오염의 측정 및 평가 — 제1부: 일반 원칙|2021-11-11|2021-0528|바이오화학서비스표준과|채송화|
939|KS A ISO7503-2|방사능 측정 — 표면오염의 측정 및 평가 — 제2부: 문지름 시험 시료를 이용한 시험법|2021-11-11|2021-0528|바이오화학서비스표준과|채송화|
940|KS A ISO7503-3|방사능 측정 — 표면오염의 측정 및 평가 — 제3부: 검출기의 교정|2021-11-11|2021-0528|바이오화학서비스표준과|채송화|
941|KS A ISO7573|제품의 기술적 문서(TPD) ― 부품 목록|2019-12-24|2019-0519|기계융합산업표준과|김민우|
942|KS A ISO7589|사진 — 감광도 측정용 광원 — 일광, 백열 텅스텐 및 인화기용 광원의 명세사항|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
943|KS A ISO7730|열환경의 인간공학 - 예상평균한서감(PMV) 및 예상불만족률(PPD) 지수 계산과 국소 열쾌적기준을 이용한 열쾌적감의 분석적 결정과 해석|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
944|KS A ISO7739|영화 기술 — 16 mm 영화 프린트의 2트랙 광학 아날로그 사운드 녹음 — 위치와 폭의 치수|2018-03-14|2018-0057|바이오화학서비스표준과|박정은|
945|KS A ISO7753|원자력에너지 - 임계검출 및 경보시스템에 대한 성능요건 및 시험요건|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
946|KS A ISO7831|영화 기술－35 mm 광학 사운드 재생에 관한 A체인 주파수 응답－재생 특성|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
947|KS A ISO7832|영화 기술 — 광학 오디오 레벨 테스트 필름의 광전 출력 계수 — 측정과 조정|2018-03-14|2018-0057|바이오화학서비스표준과|박정은|
948|KS A ISO7933|열 환경의 인간 공학-필요 발한율의 계산을 이용한 열 스트레스의 분석적 결정과 해석|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
949|KS A ISO7943-2|사진기술 - 오버 헤드 프로젝터 - 제2부 : 프랜스패런시와 트랜스패런시 프레임 - 치수 (폐지)|2009-10-23|2009-0648|바이오화학서비스표준과|박정은|
950|KS A ISO7943-3|사진기술 - 오버 헤드 프로젝터 - 제3부 : 필름 롤, 코어와 와인더 - 치수 (폐지)|2009-10-23|2009-0648|바이오화학서비스표준과|박정은|
951|KS A ISO80000-1|양 및 단위 ─ 제1부: 일반사항|2020-12-24|2020-0525|기계융합산업표준과|김낙현|
952|KS A ISO80000-10|양 및 단위 — 제10부: 원자물리학 및 핵물리학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
953|KS A ISO80000-11|양 및 단위 — 제11부: 특성 수|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
954|KS A ISO80000-12|양 및 단위 — 제12부: 응집물질물리학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
955|KS A ISO80000-2|양 및 단위 — 제2부: 수학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
956|KS A ISO80000-3|양 및 단위 — 제3부: 공간과 시간|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
957|KS A ISO80000-4|양 및 단위 — 제4부: 역학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
958|KS A ISO80000-5|양 및 단위 — 제5부: 열역학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
959|KS A ISO80000-7|양 및 단위 — 제7부: 빛과 복사|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
960|KS A ISO80000-8|양 및 단위 — 제8부: 음향|2021-12-30|2021-0660|전기전자정보표준과|서순규|
961|KS A ISO80000-9|양 및 단위 — 제9부: 물리화학 및 분자물리학|2020-12-29|2020-0562|기계융합산업표준과|김낙현|
962|KS A ISO8001|영화 기술－강제 현상이 필요한 노출 부족 영화 필름－지정 방법|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
963|KS A ISO8015|제품의 형상 명세(GPS) ― 기본사항 ― 개념,원칙 및 규칙|2018-10-31|2018-0403|기계융합산업표준과|김민우|
964|KS A ISO8107|원자력발전소 ― 유지보수 능력 ― 용어|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
965|KS A ISO81714-1|제품의 기술적 문서화를 위한 그림 기호의 디자인 ― 제1부: 기본 규칙|2019-12-24|2019-0519|기계융합산업표준과|김민우|
966|KS A ISO8395|영화 기술－자기 스트라이프가 있는 70 mm 영화 상영용 프린트 재생을 위한 테스트 필름－제원|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
967|KS A ISO8400|영화 기술－16 mm 영화 프린트의 에멀션 표면의 위치－인식|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
968|KS A ISO8529|방사선 방호와 중성자 에너지 함수에 따른 응답 결정을 위한 중성자 측정기 교정용 중성자 기준 방사선 (폐지)|2012-12-12|2012-0699|바이오화학서비스표준과|채송화|
969|KS A ISO8529-1|기준 중성자 방사선－발생 방법과 특성|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
970|KS A ISO8529-2|기준 중성자 방사선－방사선장을 정하는 기본량과 관련된 방사선 방호 장치 교정 이론|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
971|KS A ISO8529-3|기준 중성자 방사선－공간 및 개인 선량계 교정과 중성자 에너지 및 입사각 변화에 따른 선량계의 반응 특성 결정법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
972|KS A ISO8545|제도 ― 설비 ― 자동 제어 그림 기호 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
973|KS A ISO8559|의복 설계를 위한 인체측정 (폐지)|2022-08-24|2022-0252|바이오화학서비스표준과|지민호|
974|KS A ISO8567|영화 기술 ― 35 mm와 16 mm 영화 상영용 프린트의 최대 자막 허용 영역 ― 치수와 위치|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
975|KS A ISO8581|사진 — 전자 플래시 — 접속용 싱크로 코드|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
976|KS A ISO8590|영화 기술－자기 스트라이프가 있는 70 mm 영화 상영용 프린트의 녹음－녹음 특성|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
977|KS A ISO8622|영화 기술－자기 스트라이프가 있는 70 mm 영화 상영용 프린트의 자기 사운드 녹음－A체인 재생 특성|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
978|KS A ISO8687|영화 기술－슈퍼 8 mm, 16 mm 및 35 mm 가변 영역형 광학 녹음의 신호 대 잡음비－측정 방법|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
979|KS A ISO8690|방사능에 오염된 표면의 제염 - 제염 용이도에 관한 시험 및 평가 방법|2022-07-11|2022-0157|바이오화학서비스표준과|채송화|
980|KS A ISO8758|영화 기술－16 mm/35 mm 영화용 필름과 프린트상에서의 컨트롤 및 데이터 기록－위치와 치수|2018-11-20|2018-0436|바이오화학서비스표준과|박정은|
981|KS A ISO8769|표면오염 감시기 교정용 기준선원 — 알파-, 베타- 및 광자 방출제|2021-09-29|2021-0424|바이오화학서비스표준과|채송화|
982|KS A ISO8769-2|표면 오염 감시기 교정용 기준 선원－제2부：0.15 MeV 이하 전자와 1.5 MeV 이하 광자 에너지|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
983|KS A ISO8769-3|표면오염 감시기 교정용 기준선원 -- 알파-, 베타- 및 광자 방출제 (폐지)|2013-10-21|2013-0554|바이오화학서비스표준과|채송화|
984|KS A ISO897|롤 필름, 126, 110 및 135치수 필름 — 영상면 식별|2017-12-06|2017-0571|바이오화학서비스표준과|박정은|
985|KS A ISO8996|열환경의 인간 공학－대사율의 결정|2021-03-31|2021-0078|바이오화학서비스표준과|지민호|
986|KS A ISO9005|원자력에너지 ― 이산화우라늄 분말 및 소결체 ― 전류측정방법에 의한 산소/우라늄 원자비 측정|2019-11-27|2019-0414|바이오화학서비스표준과|채송화|
987|KS A ISO9006|우라늄 금속과 이산화우라늄 분말 및 소결체 - 질소 함량 결정 - 암모니아 검출 전극법|2018-12-27|2018-0560|바이오화학서비스표준과|채송화|
988|KS A ISO9161|이산화우라늄 분말 ― 겉보기 밀도와 탭(tap) 밀도 측정|2019-11-27|2019-0414|바이오화학서비스표준과|채송화|
989|KS A ISO9175-1|트레이싱 용지에 잉킹할 때 사용하는 수작업용 먹물 펜의 관(튜브) 팁 — 제1부: 정의, 치수, 명칭 및 표시|2021-08-31|2021-0299|기계융합산업표준과|김민우|
990|KS A ISO9175-2|제도에 사용하는 문자 ― 트레이싱 용지에 잉킹할 때 사용하는 수작업용 먹줄펜 ― 제2부: 실행, 실험 변수, 시험 조건 (폐지)|2013-12-02|2013-0661|기계융합산업표준과|김민우|
991|KS A ISO9176|관 형상의 테크니컬 펜 ― 컴퍼스용 어댑터 (폐지)|2013-08-06|2013-0328|기계융합산업표준과|김민우|
992|KS A ISO9177-1|기계식 연필 - 제1부 : 구분, 치수, 성능, 요구 사항 및 시험 (폐지)|2007-11-26|2007-1008|기계융합산업표준과|김민우|
993|KS A ISO9177-2|기계식 연필 - 제2부 : 흑연 심(black lead) - 구분과 치수 (폐지)|2007-11-26|2007-1008|기계융합산업표준과|김민우|
994|KS A ISO9177-3|기계식 연필 - 제3부 : 흑연 심 - HB 연필 심의 굽힘 강도 (폐지)|2007-11-26|2007-1008|기계융합산업표준과|김민우|
995|KS A ISO9178-1|문자와 기호용 템플릿 ― 제1부：일반 사항과 식별 마크 (폐지)|2013-12-02|2013-0661|기계융합산업표준과|김민우|
